PV,elemField_eng,elemField_phy,elemHandle,elemIndex,elemLength,elemName,elemPosition,elemType,machine,physicsName,physicsType,pvPolicy,,,
FS_F2S1:PSQ_D1545:I_RD,I,B2,readback,204,0.79,FS_F2S1:Q_D1545,54.942766,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1545:ON_CMD,PWRSTS,POWER_STATUS,setpoint,204,0.79,FS_F2S1:Q_D1545,54.942766,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1545:ON_RSTS,PWRSTS,POWER_STATUS,readback,204,0.79,FS_F2S1:Q_D1545,54.942766,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1545:I_CSET,I,B3,setpoint,205,0,FS_F2S1:S_D1545,54.547766,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1545:I_RSET,I,B3,readset,205,0,FS_F2S1:S_D1545,54.547766,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1545:I_RD,I,B3,readback,205,0,FS_F2S1:S_D1545,54.547766,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1545:ON_CMD,PWRSTS,POWER_STATUS,setpoint,205,0,FS_F2S1:S_D1545,54.547766,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1545:ON_RSTS,PWRSTS,POWER_STATUS,readback,205,0,FS_F2S1:S_D1545,54.547766,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1545:I_CSET,I,B4,setpoint,206,0,FS_F2S1:OCT_D1545,54.547766,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1545:I_RSET,I,B4,readset,206,0,FS_F2S1:OCT_D1545,54.547766,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1545:I_RD,I,B4,readback,206,0,FS_F2S1:OCT_D1545,54.547766,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1545:ON_CMD,PWRSTS,POWER_STATUS,setpoint,206,0,FS_F2S1:OCT_D1545,54.547766,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1545:ON_RSTS,PWRSTS,POWER_STATUS,readback,206,0,FS_F2S1:OCT_D1545,54.547766,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1553:I_CSET,I,B2,setpoint,208,0.4,FS_F2S1:Q_D1553,55.504566,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1553:I_RSET,I,B2,readset,208,0.4,FS_F2S1:Q_D1553,55.504566,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1553:I_RD,I,B2,readback,208,0.4,FS_F2S1:Q_D1553,55.504566,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1553:ON_CMD,PWRSTS,POWER_STATUS,setpoint,208,0.4,FS_F2S1:Q_D1553,55.504566,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSQ_D1553:ON_RSTS,PWRSTS,POWER_STATUS,readback,208,0.4,FS_F2S1:Q_D1553,55.504566,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1553:I_CSET,I,B3,setpoint,209,0,FS_F2S1:S_D1553,55.304566,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1553:I_RSET,I,B3,readset,209,0,FS_F2S1:S_D1553,55.304566,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1553:I_RD,I,B3,readback,209,0,FS_F2S1:S_D1553,55.304566,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1553:ON_CMD,PWRSTS,POWER_STATUS,setpoint,209,0,FS_F2S1:S_D1553,55.304566,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSS_D1553:ON_RSTS,PWRSTS,POWER_STATUS,readback,209,0,FS_F2S1:S_D1553,55.304566,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1553:I_CSET,I,B4,setpoint,210,0,FS_F2S1:OCT_D1553,55.304566,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1553:I_RSET,I,B4,readset,210,0,FS_F2S1:OCT_D1553,55.304566,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1553:I_RD,I,B4,readback,210,0,FS_F2S1:OCT_D1553,55.304566,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1553:ON_CMD,PWRSTS,POWER_STATUS,setpoint,210,0,FS_F2S1:OCT_D1553,55.304566,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:PSO_D1553:ON_RSTS,PWRSTS,POWER_STATUS,readback,210,0,FS_F2S1:OCT_D1553,55.304566,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:VD_D1563:XCEN_RD,XCEN,XCEN,readback,214,0.1,FS_F2S1:VD_D1563,56.330483,VD,LIVE,viewer plate,FSVD5,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:VD_D1563:YCEN_RD,YCEN,YCEN,readback,214,0.1,FS_F2S1:VD_D1563,56.330483,VD,LIVE,viewer plate,FSVD5,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:VD_D1563:XRMS_RD,XRMS,XRMS,readback,214,0.1,FS_F2S1:VD_D1563,56.330483,VD,LIVE,viewer plate,FSVD5,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S1:VD_D1563:YRMS_RD,YRMS,YRMS,readback,214,0.1,FS_F2S1:VD_D1563,56.330483,VD,LIVE,viewer plate,FSVD5,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S1,ARIS
FS_F2S2:PSQ_D1573:I_CSET,I,B2,setpoint,218,0.4,FS_F2S2:Q_D1573,57.45639,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1573:I_RSET,I,B2,readset,218,0.4,FS_F2S2:Q_D1573,57.45639,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1573:I_RD,I,B2,readback,218,0.4,FS_F2S2:Q_D1573,57.45639,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1573:ON_CMD,PWRSTS,POWER_STATUS,setpoint,218,0.4,FS_F2S2:Q_D1573,57.45639,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1573:ON_RSTS,PWRSTS,POWER_STATUS,readback,218,0.4,FS_F2S2:Q_D1573,57.45639,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1573:I_CSET,I,B3,setpoint,219,0,FS_F2S2:S_D1573,57.25639,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1573:I_RSET,I,B3,readset,219,0,FS_F2S2:S_D1573,57.25639,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1573:I_RD,I,B3,readback,219,0,FS_F2S2:S_D1573,57.25639,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1573:ON_CMD,PWRSTS,POWER_STATUS,setpoint,219,0,FS_F2S2:S_D1573,57.25639,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1573:ON_RSTS,PWRSTS,POWER_STATUS,readback,219,0,FS_F2S2:S_D1573,57.25639,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1573:I_CSET,I,B4,setpoint,220,0,FS_F2S2:OCT_D1573,57.25639,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1573:I_RSET,I,B4,readset,220,0,FS_F2S2:OCT_D1573,57.25639,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1573:I_RD,I,B4,readback,220,0,FS_F2S2:OCT_D1573,57.25639,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1573:ON_CMD,PWRSTS,POWER_STATUS,setpoint,220,0,FS_F2S2:OCT_D1573,57.25639,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1573:ON_RSTS,PWRSTS,POWER_STATUS,readback,220,0,FS_F2S2:OCT_D1573,57.25639,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1580:I_CSET,I,B2,setpoint,222,0.79,FS_F2S2:Q_D1580,58.40819,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1580:I_RSET,I,B2,readset,222,0.79,FS_F2S2:Q_D1580,58.40819,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1580:I_RD,I,B2,readback,222,0.79,FS_F2S2:Q_D1580,58.40819,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1580:ON_CMD,PWRSTS,POWER_STATUS,setpoint,222,0.79,FS_F2S2:Q_D1580,58.40819,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1580:ON_RSTS,PWRSTS,POWER_STATUS,readback,222,0.79,FS_F2S2:Q_D1580,58.40819,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1580:I_CSET,I,B3,setpoint,223,0,FS_F2S2:S_D1580,58.01319,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1580:I_RSET,I,B3,readset,223,0,FS_F2S2:S_D1580,58.01319,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1580:I_RD,I,B3,readback,223,0,FS_F2S2:S_D1580,58.01319,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1580:ON_CMD,PWRSTS,POWER_STATUS,setpoint,223,0,FS_F2S2:S_D1580,58.01319,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1580:ON_RSTS,PWRSTS,POWER_STATUS,readback,223,0,FS_F2S2:S_D1580,58.01319,SEXT,LIVE,,SEXT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1580:I_CSET,I,B4,setpoint,224,0,FS_F2S2:OCT_D1580,58.01319,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1580:I_RSET,I,B4,readset,224,0,FS_F2S2:OCT_D1580,58.01319,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1580:I_RD,I,B4,readback,224,0,FS_F2S2:OCT_D1580,58.01319,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1580:ON_CMD,PWRSTS,POWER_STATUS,setpoint,224,0,FS_F2S2:OCT_D1580,58.01319,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1580:ON_RSTS,PWRSTS,POWER_STATUS,readback,224,0,FS_F2S2:OCT_D1580,58.01319,OCT,LIVE,,OCT_FSQC,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1588:I_CSET,I,B2,setpoint,226,0.4,FS_F2S2:Q_D1588,58.96999,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1588:I_RSET,I,B2,readset,226,0.4,FS_F2S2:Q_D1588,58.96999,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1588:I_RD,I,B2,readback,226,0.4,FS_F2S2:Q_D1588,58.96999,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1588:ON_CMD,PWRSTS,POWER_STATUS,setpoint,226,0.4,FS_F2S2:Q_D1588,58.96999,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1588:ON_RSTS,PWRSTS,POWER_STATUS,readback,226,0.4,FS_F2S2:Q_D1588,58.96999,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1588:I_CSET,I,B3,setpoint,227,0,FS_F2S2:S_D1588,58.76999,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1588:I_RSET,I,B3,readset,227,0,FS_F2S2:S_D1588,58.76999,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1588:I_RD,I,B3,readback,227,0,FS_F2S2:S_D1588,58.76999,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1588:ON_CMD,PWRSTS,POWER_STATUS,setpoint,227,0,FS_F2S2:S_D1588,58.76999,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1588:ON_RSTS,PWRSTS,POWER_STATUS,readback,227,0,FS_F2S2:S_D1588,58.76999,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1588:I_CSET,I,B4,setpoint,228,0,FS_F2S2:OCT_D1588,58.76999,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1588:I_RSET,I,B4,readset,228,0,FS_F2S2:OCT_D1588,58.76999,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1588:I_RD,I,B4,readback,228,0,FS_F2S2:OCT_D1588,58.76999,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1588:ON_CMD,PWRSTS,POWER_STATUS,setpoint,228,0,FS_F2S2:OCT_D1588,58.76999,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1588:ON_RSTS,PWRSTS,POWER_STATUS,readback,228,0,FS_F2S2:OCT_D1588,58.76999,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSD_D1608:I_CSET,I,B,setpoint,235,2.396181,FS_F2S2:DH_D1608,62.03865,BEND,LIVE,previous A1900 Dipole 3 (Z071DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSD_D1608:I_RSET,I,B,readset,235,2.396181,FS_F2S2:DH_D1608,62.03865,BEND,LIVE,previous A1900 Dipole 3 (Z071DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSD_D1608:I_RD,I,B,readback,235,2.396181,FS_F2S2:DH_D1608,62.03865,BEND,LIVE,previous A1900 Dipole 3 (Z071DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSD_D1608:ON_CMD,PWRSTS,POWER_STATUS,setpoint,235,2.396181,FS_F2S2:DH_D1608,62.03865,BEND,LIVE,previous A1900 Dipole 3 (Z071DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSD_D1608:ON_RSTS,PWRSTS,POWER_STATUS,readback,235,2.396181,FS_F2S2:DH_D1608,62.03865,BEND,LIVE,previous A1900 Dipole 3 (Z071DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
,,,,,,,,,,,,,,,
# NMR,,,,,,,,,,,,,,,
FS_F2S2:DH_D1608:B_RD_NMR,NMR,NMR_phy,setpoint,235,2.396181,FS_F2S2:DH_D1608,62.03865,BEND,LIVE,previous A1900 Dipole 3 (Z071DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:DH_D1608:B_RD_NMR,NMR,NMR_phy,readback,235,2.396181,FS_F2S2:DH_D1608,62.03865,BEND,LIVE,previous A1900 Dipole 3 (Z071DS),BEND_FSDA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
,,,,,,,,,,,,,,,
FS_F2S2:PSQ_D1629:I_CSET,I,B2,setpoint,240,0.723,FS_F2S2:Q_D1629,63.297164,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1629:I_RSET,I,B2,readset,240,0.723,FS_F2S2:Q_D1629,63.297164,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1629:I_RD,I,B2,readback,240,0.723,FS_F2S2:Q_D1629,63.297164,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1629:ON_CMD,PWRSTS,POWER_STATUS,setpoint,240,0.723,FS_F2S2:Q_D1629,63.297164,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1629:ON_RSTS,PWRSTS,POWER_STATUS,readback,240,0.723,FS_F2S2:Q_D1629,63.297164,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1639:I_CSET,I,B2,setpoint,242,0.723,FS_F2S2:Q_D1639,64.220763,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1639:I_RSET,I,B2,readset,242,0.723,FS_F2S2:Q_D1639,64.220763,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1639:I_RD,I,B2,readback,242,0.723,FS_F2S2:Q_D1639,64.220763,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1639:ON_CMD,PWRSTS,POWER_STATUS,setpoint,242,0.723,FS_F2S2:Q_D1639,64.220763,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1639:ON_RSTS,PWRSTS,POWER_STATUS,readback,242,0.723,FS_F2S2:Q_D1639,64.220763,QUAD,LIVE,SC quadrupole  in triplet cryostat,QUAD_FSQA,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1646:I_CSET,I,B2,setpoint,244,0.4,FS_F2S2:Q_D1646,64.820363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1646:I_RSET,I,B2,readset,244,0.4,FS_F2S2:Q_D1646,64.820363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1646:I_RD,I,B2,readback,244,0.4,FS_F2S2:Q_D1646,64.820363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1646:ON_CMD,PWRSTS,POWER_STATUS,setpoint,244,0.4,FS_F2S2:Q_D1646,64.820363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSQ_D1646:ON_RSTS,PWRSTS,POWER_STATUS,readback,244,0.4,FS_F2S2:Q_D1646,64.820363,QUAD,LIVE,SC quadrupole with higher-order correctors in triplet cryostat,QUAD_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1646:I_CSET,I,B3,setpoint,245,0,FS_F2S2:S_D1646,64.620363,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1646:I_RSET,I,B3,readset,245,0,FS_F2S2:S_D1646,64.620363,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1646:I_RD,I,B3,readback,245,0,FS_F2S2:S_D1646,64.620363,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1646:ON_CMD,PWRSTS,POWER_STATUS,setpoint,245,0,FS_F2S2:S_D1646,64.620363,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSS_D1646:ON_RSTS,PWRSTS,POWER_STATUS,readback,245,0,FS_F2S2:S_D1646,64.620363,SEXT,LIVE,,SEXT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1646:I_CSET,I,B4,setpoint,246,0,FS_F2S2:OCT_D1646,64.620363,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1646:I_RSET,I,B4,readset,246,0,FS_F2S2:OCT_D1646,64.620363,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1646:I_RD,I,B4,readback,246,0,FS_F2S2:OCT_D1646,64.620363,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1646:ON_CMD,PWRSTS,POWER_STATUS,setpoint,246,0,FS_F2S2:OCT_D1646,64.620363,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:PSO_D1646:ON_RSTS,PWRSTS,POWER_STATUS,readback,246,0,FS_F2S2:OCT_D1646,64.620363,OCT,LIVE,,OCT_FSQB,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
FS_F2S2:VD_D1660:XCEN_RD,XCEN,XCEN,readback,254,0,FS_F2S2:VD_D1660,66.025647,VD,LIVE,Stage 2 achromatic image and center of viewer,exist.,DEFAULT,phantasy.sys.FS,phantasy.sub.F2S2,ARIS
